month,avg_alive,avg_deaths,avg_births,avg_males,avg_females,avg_mature,avg_pregnant,std_alive
864,426.03,105.00,101.00,210.24,215.79,97.25,22.47,259.81
865,422.03,103.03,98.94,208.83,213.20,95.97,22.16,260.59
866,417.94,101.71,94.70,207.29,210.65,95.92,21.03,254.60
867,410.93,100.64,96.00,204.98,205.95,95.21,21.43,253.27
868,406.29,97.86,101.74,201.92,204.37,94.89,22.48,253.03
869,410.17,98.61,94.12,203.26,206.91,93.35,20.72,254.28
870,405.68,98.95,99.06,200.67,205.01,93.79,21.95,253.29
871,405.79,99.51,98.65,202.05,203.74,93.03,21.68,261.39
872,409.02,99.77,95.06,204.24,204.78,92.07,21.06,258.74
873,404.31,98.09,94.90,203.03,201.28,91.34,21.13,255.55
874,401.12,97.20,95.52,199.41,201.71,91.12,21.16,256.88
875,399.43,97.38,94.42,198.45,200.98,90.66,21.10,253.85
876,396.47,96.31,96.31,197.44,199.03,90.12,21.28,245.71
877,396.47,96.93,92.62,196.82,199.66,90.47,20.79,252.72
878,392.16,95.80,92.02,195.08,197.08,89.02,20.79,251.57
879,388.38,94.86,96.33,193.87,194.52,88.99,21.49,253.80
880,389.86,94.70,91.35,195.17,194.69,88.45,20.29,255.30
881,386.52,93.33,92.74,192.06,194.45,86.77,20.54,256.01
882,385.92,93.83,90.15,191.98,193.94,86.19,20.03,257.65
883,382.24,93.65,91.28,189.47,192.77,85.10,20.09,258.19
884,379.88,93.85,88.86,188.51,191.37,84.73,19.57,256.42
885,374.89,91.85,88.11,185.81,189.08,84.37,19.62,252.90
886,371.15,90.03,89.76,184.53,186.63,83.81,19.79,250.28
887,370.88,90.63,89.28,184.84,186.04,84.20,19.79,249.18
888,369.54,91.99,89.47,184.61,184.93,84.49,19.79,250.79
889,367.02,89.29,88.40,183.18,183.84,82.67,19.72,254.47
890,366.13,90.04,87.60,183.52,182.62,82.56,19.41,254.03
891,363.69,89.20,88.91,183.08,180.61,81.96,19.71,250.07
892,363.39,89.00,83.48,182.19,181.20,81.08,18.46,249.19
893,357.88,86.77,84.96,180.19,177.69,79.88,18.86,246.09
894,356.07,85.14,86.88,178.35,177.72,80.57,19.30,243.12
895,357.81,86.33,86.92,179.51,178.30,81.25,19.28,249.54
896,358.39,86.35,83.09,179.62,178.78,80.60,18.48,246.84
897,355.13,87.00,86.02,178.46,176.67,81.04,19.10,247.42
898,354.15,86.07,86.08,177.64,176.52,80.14,19.06,245.22
899,354.16,86.75,85.20,177.30,176.86,79.23,18.95,247.45
900,352.62,87.16,84.52,176.36,176.25,78.42,18.73,245.26
901,349.97,85.24,82.67,175.19,174.78,78.15,18.33,242.75
902,347.39,84.61,84.37,173.85,173.55,77.80,18.59,238.02
903,347.16,84.95,80.22,173.71,173.45,76.43,17.83,242.32
904,342.43,84.45,81.09,171.70,170.74,76.88,18.06,233.90
905,339.07,81.66,81.89,170.69,168.38,76.09,18.03,230.14
906,339.30,82.29,78.81,170.56,168.75,75.51,17.55,230.60
907,335.82,81.83,79.70,168.05,167.77,75.93,17.76,227.15
908,333.69,81.90,79.18,166.72,166.97,76.28,17.51,224.55
909,330.97,81.94,82.56,165.96,165.01,76.20,18.33,223.66
910,331.59,80.21,80.45,166.71,164.88,75.66,17.80,224.07
911,331.83,80.68,82.14,165.89,165.94,74.99,18.26,226.60
912,333.29,80.80,84.40,166.83,166.46,74.19,18.71,227.35
913,336.90,81.63,79.83,168.83,168.07,74.43,17.82,230.69
914,335.10,81.74,80.62,167.84,167.26,74.18,17.95,235.16
915,333.98,81.21,77.75,168.18,165.80,74.07,17.20,236.02
916,330.52,80.70,81.39,166.71,163.81,74.44,18.10,234.11
917,331.21,81.44,77.49,165.97,165.24,73.44,17.25,234.88
918,327.26,79.75,77.99,165.36,161.90,72.76,17.33,233.05
919,325.51,79.45,77.34,164.68,160.83,73.17,17.34,234.06
920,323.39,79.84,79.46,162.54,160.86,73.72,17.57,229.97
921,323.02,78.70,73.71,162.10,160.92,73.05,16.43,232.66
922,318.03,77.56,79.33,159.53,158.51,73.41,17.69,234.47
923,319.81,77.09,77.88,161.09,158.72,71.93,17.51,239.73
924,320.60,78.07,78.09,160.96,159.64,71.75,17.41,239.40
925,320.62,78.36,74.98,160.65,159.97,71.09,16.73,237.11
926,320.47,78.32,77.26,161.37,159.10,72.32,17.27,233.99
927,319.41,78.13,74.40,160.17,159.23,71.89,16.47,235.23
928,315.67,77.04,74.63,157.61,158.06,71.13,16.65,233.32
929,313.27,77.52,76.77,156.00,157.27,71.08,17.00,230.85
930,312.51,76.48,76.48,155.74,156.77,70.82,16.85,230.92
931,312.51,75.45,76.04,155.52,156.99,70.96,16.71,233.81
932,313.10,75.66,75.06,155.08,158.02,70.71,16.64,236.75
933,312.50,76.54,72.84,155.72,156.78,69.82,16.15,235.96
934,308.80,74.06,72.40,153.68,155.11,68.38,15.97,230.37
935,307.13,75.84,71.84,151.98,155.15,67.72,15.92,224.56
936,303.13,74.82,73.97,150.16,152.97,67.96,16.28,221.34
937,302.29,73.49,70.93,150.45,151.84,68.40,16.01,221.33
938,299.72,73.60,73.91,150.28,149.45,68.96,16.35,220.02
939,300.03,72.58,72.60,150.82,149.21,67.68,16.12,222.62
940,300.05,73.36,73.17,151.62,148.43,67.17,16.17,220.96
941,299.87,72.81,71.17,151.05,148.82,67.20,15.86,219.39
942,298.23,73.30,72.70,149.53,148.70,66.34,15.99,220.50
943,297.64,73.79,70.43,150.35,147.30,66.10,15.67,219.70
944,294.29,71.92,71.37,148.37,145.92,66.31,15.69,221.20
945,293.73,72.09,70.24,147.21,146.52,66.27,15.60,219.91
946,291.89,70.59,70.37,146.13,145.76,66.27,15.66,222.65
947,291.66,72.12,68.92,146.40,145.27,65.95,15.29,225.14
948,288.46,71.24,67.28,144.56,143.90,65.02,14.99,220.07
949,287.42,69.87,69.85,145.20,142.23,65.33,15.61,214.57
950,287.40,70.91,70.16,144.28,143.12,64.91,15.49,211.97
951,286.66,70.64,71.02,144.03,142.63,64.36,15.82,211.30
952,287.04,70.38,66.93,144.54,142.51,63.59,14.89,207.14
953,283.59,69.31,68.19,143.26,140.33,62.68,15.13,205.94
954,282.46,69.60,68.32,141.66,140.80,62.43,15.04,201.96
955,281.19,69.06,65.06,141.45,139.73,61.76,14.38,200.38
956,277.19,67.32,65.05,139.74,137.44,61.75,14.26,201.04
957,274.92,67.89,65.59,137.90,137.02,62.35,14.71,202.64
958,272.62,66.41,66.60,136.80,135.81,62.33,14.84,199.31
959,272.80,67.32,63.63,136.57,136.24,61.65,14.15,203.24
960,269.11,64.92,63.90,135.19,133.93,61.05,14.14,199.44
961,268.09,66.16,64.72,134.57,133.53,60.87,14.41,198.06
962,266.65,64.97,62.82,133.42,133.23,60.44,13.95,199.34
963,264.51,64.59,60.76,131.58,132.93,60.05,13.59,196.81
964,260.68,64.43,66.06,129.54,131.14,60.44,14.54,197.74
965,262.31,65.09,62.16,130.68,131.63,59.31,13.78,199.56
966,259.38,62.78,59.95,128.72,130.66,58.54,13.29,198.17
967,256.55,61.76,59.52,126.72,129.82,58.31,13.23,204.02
968,254.30,62.74,61.21,126.19,128.11,58.42,13.52,200.34
969,252.76,61.62,58.69,125.85,126.92,57.05,12.93,198.78
970,249.84,61.05,60.45,124.43,125.40,57.78,13.43,199.73
971,249.24,59.85,58.27,124.22,125.02,57.48,12.85,193.73
972,247.66,60.05,59.78,123.45,124.21,57.33,13.36,192.62
973,247.39,60.40,61.36,123.98,123.41,56.92,13.55,192.22
974,248.35,60.52,59.98,123.27,125.08,56.53,13.34,195.53
975,250.40,60.92,57.86,123.93,126.47,56.84,12.95,197.16
976,247.34,60.55,59.36,121.97,125.38,56.44,13.17,197.24
977,246.16,58.97,56.21,122.78,123.38,55.30,12.44,198.14
978,243.40,58.98,56.89,121.62,121.77,55.01,12.69,197.40
979,241.30,58.83,57.98,120.69,120.61,54.64,13.01,194.88
980,240.45,59.56,57.18,121.57,118.88,55.08,12.77,191.79
981,238.06,57.57,60.88,119.94,118.12,55.18,13.34,189.71
982,241.36,60.30,58.81,121.42,119.95,54.84,12.96,193.53
983,239.88,58.56,55.77,120.21,119.67,53.68,12.46,190.52
984,237.08,58.28,55.19,118.39,118.70,52.95,12.29,189.80
985,233.99,57.42,55.86,116.47,117.52,52.20,12.42,188.15
986,232.44,56.16,53.76,115.55,116.89,52.11,12.11,187.94
987,230.04,55.97,57.94,115.00,115.04,52.47,12.82,184.15
988,232.01,56.51,57.91,116.61,115.40,52.82,12.89,185.79
989,233.41,56.88,54.56,117.72,115.69,51.96,12.14,187.31
990,231.09,55.35,57.05,116.43,114.67,51.90,12.74,188.18
991,232.79,57.74,57.14,117.90,114.90,51.14,12.70,191.36
992,232.19,55.46,56.47,118.14,114.05,50.83,12.42,188.80
993,233.20,56.24,53.72,118.32,114.88,50.74,11.72,189.59
994,230.68,57.99,55.16,116.27,114.41,51.46,12.29,185.15
995,227.84,56.21,55.99,114.79,113.05,50.53,12.55,181.09
996,227.62,55.72,56.81,114.97,112.66,49.53,12.52,183.68
997,228.72,56.00,53.16,114.44,114.28,49.66,11.76,186.88
998,228.25,56.02,52.15,114.21,114.04,50.06,11.59,189.01
999,224.38,53.09,54.39,112.82,111.56,49.95,11.95,186.05
1000,225.67,54.75,53.17,113.99,111.68,50.82,11.77,187.58
1001,224.09,55.03,56.33,113.15,110.95,50.26,12.59,184.01
1002,225.39,55.09,53.57,114.47,110.92,50.63,11.92,188.41
1003,223.86,55.16,54.74,114.01,109.85,50.21,12.21,186.82
1004,223.44,54.24,54.79,113.81,109.63,49.20,12.01,187.38
1005,223.99,54.34,52.38,113.12,110.87,49.74,11.68,188.86
1006,224.39,54.90,56.31,113.09,111.31,50.36,12.53,186.28
1007,225.80,54.91,53.56,113.44,112.36,50.48,11.91,185.66
1008,226.86,55.76,56.76,113.94,112.92,50.39,12.49,183.47
1009,227.86,57.71,53.27,115.09,112.77,50.32,11.91,182.32
1010,223.42,54.38,53.57,112.69,110.73,49.52,11.88,178.60
1011,222.61,54.63,52.35,111.81,110.81,48.88,11.71,178.93
1012,222.73,54.25,53.25,111.41,111.32,49.46,11.84,178.71
1013,221.73,55.02,51.11,110.38,111.35,49.34,11.33,173.29
1014,217.82,53.33,52.48,107.72,110.10,49.08,11.63,169.23
1015,216.97,53.37,53.29,106.70,110.27,49.50,11.92,168.36
1016,216.89,52.92,52.50,106.96,109.93,48.51,11.71,165.82
1017,218.85,53.27,50.48,109.42,109.43,47.93,11.27,167.16
1018,216.05,52.20,49.93,107.76,108.30,47.41,11.09,165.41
1019,213.79,50.82,50.27,106.43,107.36,47.85,11.20,168.66
1020,213.24,51.92,50.33,106.45,106.79,48.82,11.14,167.76
1021,214.00,52.36,52.46,107.59,106.41,49.72,11.66,168.27
1022,214.10,52.24,52.26,106.44,107.66,49.80,11.74,167.96
1023,214.11,52.22,53.91,106.38,107.73,49.36,12.10,166.68
1024,215.80,53.21,50.47,107.33,108.47,48.44,11.20,170.10
1025,213.06,51.48,48.92,106.00,107.06,47.20,10.89,167.79
1026,210.50,51.10,50.77,104.87,105.63,46.62,11.33,163.42
1027,210.17,51.38,50.70,104.99,105.18,47.00,11.20,164.58
1028,209.49,50.68,48.90,104.03,105.46,46.40,10.89,169.86
1029,207.71,49.99,47.99,102.42,105.29,46.61,10.67,169.82
1030,205.71,49.52,48.74,101.81,103.90,47.23,10.87,168.88
1031,204.93,51.03,48.62,100.63,104.30,47.20,10.79,166.70
1032,204.80,50.36,48.48,100.65,104.15,47.30,10.89,165.27
1033,202.92,49.35,48.18,99.37,103.55,46.75,10.69,160.71
1034,201.75,50.03,47.58,100.15,101.61,46.52,10.60,162.87
1035,199.30,49.30,48.24,98.71,100.60,45.79,10.81,160.53
1036,198.24,48.71,47.00,98.18,100.06,45.36,10.31,159.33
1037,196.53,48.22,46.55,97.66,98.87,44.71,10.40,158.16
1038,194.85,47.67,46.09,97.47,97.38,44.29,10.45,157.54
1039,193.27,47.55,47.22,96.89,96.38,44.10,10.51,157.25
1040,192.94,46.44,46.92,96.57,96.37,43.44,10.44,157.15
1041,193.43,46.25,47.66,97.29,96.13,42.80,10.54,159.61
1042,194.84,47.52,43.58,98.22,96.62,43.08,9.57,159.19
1043,190.91,45.96,45.19,96.30,94.61,42.85,10.04,159.12
1044,190.15,47.11,44.26,95.76,94.38,42.85,9.80,159.01
1045,187.29,45.89,47.36,93.92,93.37,42.82,10.60,156.41
1046,188.76,46.57,44.48,94.85,93.91,43.08,9.79,159.10
1047,186.67,45.11,43.48,93.73,92.94,42.71,9.87,154.35
1048,185.04,45.39,42.82,92.61,92.44,42.03,9.53,152.98
1049,182.47,43.67,42.30,91.81,90.66,41.38,9.38,153.22
1050,181.10,44.11,43.27,91.83,89.27,41.10,9.56,152.11
1051,180.26,44.02,45.80,90.15,90.11,41.48,10.09,150.50
1052,182.03,44.47,44.28,91.21,90.82,41.75,9.78,152.43
1053,183.91,44.74,43.51,91.82,92.09,41.76,9.53,150.19
1054,184.78,45.16,45.37,92.14,92.64,41.55,9.98,147.56
1055,187.14,45.51,42.98,93.28,93.86,41.92,9.60,148.76
1056,184.60,45.24,43.66,92.01,92.59,41.15,9.74,148.05
1057,185.18,45.21,43.40,92.36,92.81,41.68,9.56,145.84
1058,183.36,45.38,44.18,91.13,92.24,41.55,9.59,144.54
1059,182.16,44.59,44.40,91.14,91.02,41.25,9.86,145.15
1060,181.98,45.33,41.61,90.09,91.88,41.20,9.26,149.19
1061,178.26,43.61,41.66,88.11,90.15,40.74,9.26,145.02
1062,176.31,42.73,43.39,86.99,89.32,40.31,9.74,143.54
1063,176.96,43.68,45.69,87.26,89.71,39.91,10.08,142.06
1064,178.98,43.75,39.53,88.73,90.25,38.75,8.86,142.49
1065,174.75,42.20,39.96,86.31,88.45,39.96,8.93,135.54
1066,172.52,42.36,41.85,85.38,87.14,39.62,9.27,135.45
1067,172.00,42.51,38.31,85.92,86.08,38.76,8.52,136.36
1068,167.80,40.86,38.89,83.99,83.81,38.15,8.72,131.85
1069,165.84,40.09,40.01,83.29,82.54,38.61,8.76,132.19
1070,165.75,40.04,40.01,82.98,82.78,38.59,8.92,134.84
1071,165.73,40.29,39.40,83.36,82.36,37.76,8.73,136.68
1072,164.84,39.98,39.45,83.16,81.67,37.81,8.71,137.63
1073,164.31,39.28,40.45,83.08,81.22,37.54,9.00,137.46
1074,165.47,39.95,38.80,83.36,82.11,37.38,8.74,135.80
1075,164.32,41.81,38.91,83.12,81.20,36.85,8.62,133.46
1076,161.41,39.71,38.35,80.66,80.75,36.45,8.71,130.80
1077,160.06,38.62,39.54,80.13,79.93,35.49,8.74,131.60
1078,160.98,39.46,40.69,80.55,80.42,35.52,9.08,131.08
1079,164.14,40.64,37.19,82.36,81.79,35.80,8.40,133.60
1080,160.69,38.00,34.82,80.60,80.10,35.29,7.75,133.63
1081,157.51,38.52,38.32,78.87,78.64,35.18,8.57,132.02
1082,157.31,38.25,37.36,78.64,78.67,35.25,8.19,131.86
1083,156.42,37.93,38.68,78.30,78.12,35.71,8.48,131.29
1084,157.17,38.29,39.45,78.57,78.60,36.01,8.68,131.58
1085,158.33,38.17,40.54,79.49,78.85,36.31,9.08,131.99
1086,160.70,39.79,37.18,79.69,81.01,35.46,8.24,133.15
1087,158.10,38.33,36.56,78.75,79.35,35.00,8.13,131.55
1088,156.32,37.69,37.37,77.70,78.62,34.37,8.31,130.54
1089,156.00,37.71,36.12,77.92,78.08,34.62,8.17,130.88
1090,154.40,37.65,35.52,76.77,77.63,34.71,7.96,130.00
1091,154.11,38.57,38.08,76.54,77.57,35.83,8.40,124.85
1092,153.63,37.36,37.73,76.27,77.36,35.45,8.57,121.26
1093,154.00,36.89,36.10,76.28,77.72,34.92,7.99,125.15
1094,153.20,36.73,36.24,76.06,77.14,34.86,7.98,125.89
1095,152.71,36.69,32.70,76.19,76.52,34.22,7.36,128.25
1096,148.72,35.25,36.07,74.05,74.67,34.06,8.08,125.42
1097,149.54,37.19,34.76,74.31,75.23,34.83,7.61,128.00
1098,147.11,36.77,35.11,73.16,73.95,34.30,7.70,124.58
1099,147.22,35.44,35.09,73.39,73.83,34.20,7.76,124.11
1100,146.87,34.82,35.16,72.85,74.01,33.99,7.83,122.93
1101,149.02,36.16,37.46,74.57,74.46,34.90,8.27,120.61
1102,150.32,37.51,36.56,74.99,75.33,34.90,8.17,120.17
1103,149.37,36.65,35.96,74.96,74.41,33.68,8.06,120.40
1104,148.68,35.58,36.94,73.40,75.28,33.40,8.12,123.90
1105,151.91,38.12,34.78,74.69,77.22,33.60,7.71,126.96
1106,148.56,36.80,34.85,72.99,75.57,32.39,7.89,123.28
1107,146.61,35.88,34.01,71.86,74.75,33.14,7.51,122.38
1108,144.75,34.34,32.45,71.50,73.25,33.26,7.28,122.24
1109,142.86,35.19,32.84,70.75,72.11,33.22,7.38,120.16
1110,140.51,33.44,33.84,69.56,70.95,33.62,7.47,118.79
1111,140.91,33.61,35.94,69.54,71.38,33.44,7.93,120.79
1112,145.05,35.10,35.97,72.58,72.47,33.58,8.00,122.08
1113,145.92,36.24,34.59,73.23,72.70,33.03,7.77,122.43
1114,146.13,35.95,34.72,74.19,71.94,32.63,7.78,121.52
1115,144.90,35.88,35.58,73.47,71.42,31.79,7.87,121.53
1116,144.59,33.90,34.41,73.22,71.37,32.21,7.77,121.88
1117,145.10,35.51,36.41,72.94,72.17,33.15,8.03,122.93
1118,146.00,35.76,37.71,73.42,72.58,33.06,8.44,122.43
1119,147.95,36.42,34.88,74.58,73.37,32.90,7.78,126.43
1120,148.31,36.70,33.75,74.82,73.49,32.40,7.57,126.53
1121,145.36,36.12,34.70,73.78,71.58,32.25,7.87,123.56
1122,143.95,33.60,37.21,72.51,71.44,32.16,8.27,122.57
1123,147.56,36.04,37.21,74.23,73.32,32.60,8.12,127.33
1124,148.73,37.25,35.94,75.00,73.73,33.75,8.06,130.00
1125,147.42,36.12,36.03,74.74,72.68,33.42,7.97,130.37
1126,149.26,36.46,34.51,74.97,74.29,33.13,7.70,131.41
1127,147.32,35.03,36.01,73.22,74.09,32.64,7.99,130.24
1128,148.30,37.46,35.11,74.16,74.14,33.39,7.82,134.17
1129,147.89,35.31,33.35,74.08,73.81,33.25,7.40,128.26
1130,145.93,35.72,35.61,73.41,72.52,34.08,7.77,126.60
1131,145.83,35.69,33.29,73.48,72.35,33.71,7.44,127.36
1132,145.36,35.72,37.57,73.09,72.27,34.18,8.34,125.86
1133,147.22,36.51,36.19,74.31,72.91,33.39,8.23,125.47
1134,146.89,35.20,36.32,74.68,72.22,33.28,8.01,126.84
1135,148.01,36.61,35.62,75.00,73.01,32.99,8.12,124.66
1136,149.04,36.81,37.10,75.21,73.84,33.32,8.11,124.29
1137,149.33,36.12,34.34,75.08,74.25,32.52,7.63,123.34
1138,147.55,35.10,37.74,74.86,72.68,32.78,8.30,124.88
1139,150.19,37.04,35.27,75.93,74.26,32.40,7.78,128.49
1140,148.42,36.49,37.27,75.15,73.27,32.23,8.26,129.47
1141,149.21,36.55,36.52,74.68,74.52,32.79,8.05,130.78
1142,149.18,36.97,35.73,74.44,74.74,33.23,8.07,129.80
1143,147.93,36.42,32.92,73.70,74.23,32.33,7.30,128.65
1144,144.42,34.16,36.73,72.37,72.05,32.60,8.26,124.26
1145,146.99,35.62,35.68,73.51,73.48,33.25,7.93,125.39
1146,147.05,36.11,39.74,74.08,72.97,32.68,8.82,126.18
1147,150.68,37.45,35.53,75.48,75.21,32.89,7.95,128.41
1148,148.77,36.90,34.81,74.66,74.11,32.47,7.70,128.29
1149,146.67,35.90,34.85,73.49,73.18,32.22,7.71,125.60
1150,145.62,34.62,32.56,72.82,72.79,32.08,7.33,126.08
1151,143.56,35.51,32.01,71.73,71.84,32.30,7.03,120.58
1152,140.07,34.12,33.27,69.92,70.15,32.26,7.42,117.37
1153,139.22,34.45,37.47,69.26,69.96,32.81,8.23,115.87
1154,142.23,35.08,34.99,71.32,70.92,32.42,7.74,119.26
1155,144.11,34.81,34.46,72.01,72.10,31.90,7.65,118.23
1156,143.76,34.15,33.19,71.93,71.83,31.92,7.47,120.63
1157,142.81,34.92,33.21,71.75,71.06,32.10,7.40,122.98
1158,141.10,33.97,33.15,70.19,70.90,30.40,7.50,121.53
1159,140.28,33.74,32.17,70.47,69.81,31.76,7.17,118.97
1160,140.66,34.20,35.77,71.31,69.35,32.61,7.87,116.60
1161,142.24,34.55,32.03,72.32,69.92,32.45,7.14,117.46
1162,141.71,35.26,32.96,71.34,70.37,32.66,7.29,117.23
1163,139.41,33.91,33.80,70.09,69.33,31.63,7.49,115.47
1164,139.30,33.20,35.40,69.74,69.56,31.36,7.86,115.70
1165,141.50,34.00,32.17,71.39,70.11,30.94,7.11,118.38
1166,139.67,34.50,30.13,70.14,69.53,30.70,6.79,116.66
1167,135.30,33.10,34.76,68.17,67.13,30.71,7.64,111.11
1168,136.96,33.51,32.66,68.84,68.11,29.99,7.20,111.86
1169,136.10,33.77,33.59,68.73,67.37,30.59,7.50,110.57
1170,135.91,33.51,31.89,69.53,66.39,30.87,7.27,110.74
1171,136.23,32.43,33.58,68.88,67.35,30.45,7.41,109.72
1172,137.38,34.97,34.86,69.48,67.90,30.62,7.64,114.41
1173,137.26,33.25,32.59,68.97,68.29,30.41,7.17,115.81
1174,136.61,33.93,33.30,68.59,68.01,31.07,7.28,116.57
1175,135.99,33.43,32.84,68.19,67.80,30.99,7.45,114.70
1176,135.39,33.25,32.80,67.49,67.90,30.10,7.29,113.46
1177,134.94,32.30,32.84,67.52,67.42,30.10,7.30,110.81
1178,135.48,32.68,33.09,67.45,68.03,30.30,7.32,111.48
1179,135.88,33.42,32.54,68.36,67.52,30.52,7.39,110.38
1180,135.00,32.86,32.13,67.62,67.38,30.52,7.23,111.17
1181,134.28,32.55,31.68,66.71,67.57,30.55,7.03,113.27
1182,133.41,33.41,31.30,66.30,67.10,30.72,7.26,113.48
1183,131.30,31.94,32.74,65.28,66.03,30.48,7.17,112.41
1184,132.10,33.09,31.88,65.97,66.13,30.52,7.10,109.41
1185,130.90,32.16,32.75,65.46,65.43,30.51,7.28,109.72
1186,131.49,32.97,31.58,65.36,66.13,29.86,6.97,111.12
1187,132.01,31.96,31.34,65.10,66.91,29.09,7.04,110.59
1188,131.40,31.68,29.85,65.10,66.29,28.88,6.53,110.42
1189,129.57,32.34,27.32,64.19,65.38,28.76,6.01,111.88
1190,124.56,30.88,30.34,62.63,61.93,28.53,6.75,110.33
1191,124.01,31.13,30.85,62.53,61.49,27.94,6.91,109.47
1192,123.74,30.32,28.44,63.03,60.71,27.85,6.43,108.78
1193,121.85,29.28,31.12,61.88,59.97,28.24,6.88,109.73
1194,123.69,30.66,29.87,62.46,61.24,28.41,6.63,113.66
1195,122.90,28.87,30.22,62.15,60.75,26.91,6.68,113.53
1196,124.25,29.82,30.24,63.59,60.66,26.78,6.75,115.16
1197,124.66,30.71,30.32,62.72,61.94,27.57,6.82,120.16
1198,124.28,30.38,31.09,61.74,62.54,27.63,6.82,119.03
1199,128.77,31.65,30.48,63.47,65.30,28.58,6.80,120.10
